arabic_text,translation,transliteration,etymology
رَسُولَا,both (are) Messengers,rasūlā,
رَسُولَكُمُ,your Messenger,rasūlakumu,
رَسُولَكُمْ,your Messenger,rasūlakum,
رَسُولَهُ,His Messenger's,rasūlahu,
رَسُولَهُمْ,their Messenger,rasūlahum,
رَسُولَهُۥ,His Messenger,rasūlahu,
رَسُولُ,(was) a Messenger,rasūlu,
رَسُولُ,(the) Messenger,rasūlu,
رَسُولُ,a Messenger,rasūlu,
رَسُولُ,(are the) Messenger,rasūlu,
رَسُولُنَا,Our Messenger,rasūlunā,
رَسُولُهُمْ,their Messenger,rasūluhum,
رَسُولُهُۥ ۗ,(is) His Messenger,rasūluhu,
رَسُولِ,(the) Messenger,rasūli,
رَسُولِ,(of the) Messenger of Allah ,rasūli,
رَسُولِنَا,Our Messenger,rasūlinā,
رَسُولِهِ,His Messenger,rasūlihi,
رَسُولِهِۦ,His Messenger,rasūlihi,
رَسُولِهِۦ ۗ,His Messenger,rasūlihi,
رَسُولِهِۦٓ,His Messenger,rasūlihi,
رَشَدًۭا,(in the) right way,rashadan,
رَشَدًۭا,right way,rashadan,
رَشَدًۭا,a right path,rashadan,
رَشَدًۭا,(the) right path,rashadan,
رَشَدًۭا,right path,rashadan,
رَصَدًۭا,a guard,raṣadan,
رَضُوا۟,they are pleased,raḍū,
رَضُوا۟,(were) satisfied,raḍū,
رَضُوا۟,They (were) satisfied,raḍū,
رَضُوا۟,They (are) satisfied,raḍū,
رَضِىَ,Allah was pleased,raḍiya,
رَضِىَ,Allah is pleased,raḍiya,
رَضِيتُم,were satisfied,raḍītum,
رَضِيًّۭا,pleasing,raḍiyyan,
رَطْبٍۢ,moist,raṭbin,
رَعَوْهَا,they observed it,raʿawhā,
رَغَبًۭا,(in) hope,raghaban,
رَغَدًا,freely,raghadan,
رَغَدًۭا,abundantly,raghadan,
رَغَدًۭا,(in) abundance,raghadan,
رَفَثَ,sexual relations,rafatha,
رَفَعَ,raised,rafaʿa,
رَفَعَ,He raised,rafaʿa,
رَفَعَهَا,He raised it,rafaʿahā,
رَفِيعُ,Possessor of the Highest Ranks,rafīʿu,
رَفِيقًۭا,companion(s),rafīqan,
رَفْرَفٍ,cushions,rafrafin,
رَقَبَةٍ,a neck,raqabatin,
رَقَبَةٍۢ,(of) a slave,raqabatin,
رَقَبَةٍۢ,(of) a believing slave,raqabatin,
رَقَبَةٍۢ ۖ,a slave,raqabatin,
رَقِيبًۭا,Ever-Watchful,raqīban,
رَقِيبٌ,(is) an observer,raqībun,
رَقِيبٌۭ,a watcher,raqībun,
رَقٍّۢ,parchment,raqqin,
رَكُوبُهُمْ,they ride them,rakūbuhum,
رَكِبَا,they had embarked,rakibā,
رَكِبُوا۟,they embark,rakibū,
رَكَّبَكَ,He assembled you,rakkabaka,
رَمَضَانَ,(of) Ramadhaan,ramaḍāna,
رَمَىٰ ۚ,threw,ramā,
رَمَيْتَ,you threw,ramayta,
رَمِيمٌۭ,(are) decomposed,ramīmun,
رَمْزًۭا ۗ,(with) gestures,ramzan,
رَهَقًۭا,(in) burden,rahaqan,
رَهَقًۭا,any burden,rahaqan,
رَهِينٌۭ,(is) pledged,rahīnun,
رَهِينَةٌ,(is) pledged,rahīnatun,
رَهْبَةًۭ,(in) fear,rahbatan,
رَهْطٍۢ,family heads,rahṭin,
رَهْطُكَ,for your family,rahṭuka,
رَهْوًا ۖ,at rest,rahwan,
رَوَاكِدَ,motionless,rawākida,
رَوَٰسِىَ,firm mountains,rawāsiya,
رَوَٰسِىَ,firmly set mountains,rawāsiya,
رَوَٰسِىَ,firmly-set mountains,rawāsiya,
رَوْضَاتِ,flowering meadows,rawḍāti,
رَوْضَةٍۢ,a Garden,rawḍatin,
رَيْبٍۢ,doubt,raybin,
رَيْبَ,doubt,rayba,
رَيْبَ,a misfortune of time,rayba,
رَيْبَ ۛ,doubt,rayba,
رَيْبِهِمْ,their doubts,raybihim,
رَٰجِعُونَ,will return,rājiʿūna,
رَٰجِعُونَ,(will) return,rājiʿūna,
رَٰعُونَ,(are) observers,rāʿūna,
رَٰعِنَا,Raina,rāʿinā,
رَٰغِبُونَ,turn our hopes,rāghibūna,
رَٰغِبُونَ,turn devoutly,rāghibūna,
رَٰكِعُونَ,(are) those who bow down,rākiʿūna,
رَٰوَدتُّنَّ,you sought to seduce,rāwadttunna,
رَٰوَدتُّهُۥ,I sought to seduce him,rāwadttuhu,
رَٰوَدتُّهُۥ,sought to seduce him,rāwadttuhu,
رَٰوَدَتْنِى,sought to seduce me,rāwadatnī,
رَٰوَدُوهُ,they demanded from him,rāwadūhu,
رُءُوسَكُمْ,your heads,ruūsakum,
رُءُوسَهُمْ,their heads,ruūsahum,
رُءُوسُ,(is),ruūsu,
رُءُوسُ,(was) heads,ruūsu,
رُءُوسِهِمُ,their heads,ruūsihimu,
رُءُوسِهِمْ,their heads,ruūsihim,
رُءْيَاكَ,your vision,ru'yāka,
رُءْيَـٰىَ,my vision,ru'yāya,
رُءْيَـٰىَ,(of) my dream,ru'yāya,
رُجُومًۭا,(as) missiles,rujūman,
رُجَّتِ,will be shaken,rujjati,
رُحَمَآءُ,and merciful,ruḥamāu,
رُحْمًۭا,(in) affection,ruḥ'man,
رُخَآءً,gently,rukhāan,
رُدَّتْ,returned,ruddat,
رُدُّوا۟,they were sent back,ruddū,
رُدُّوهَا,Return them,ruddūhā,
رُدُّوهَآ ۗ,return it,ruddūhā,
رُدُّوٓا۟,they are returned,ruddū,
رُزِقُوا۟,they are provided,ruziqū,
رُزِقْنَا,we were provided,ruziq'nā,
رُسُلًا,Messengers,rusulan,
رُسُلًا,messengers,rusulan,
رُسُلًۭا,Messengers,rusulan,
رُسُلًۭا ۖ,Messengers,rusulan,
رُسُلٌۭ,Messengers,rusulun,
رُسُلَنَا,Our Messengers,rusulanā,
رُسُلَنَا ۖ,Our Messengers,rusulanā,
رُسُلَهُۥ,His Messengers,rusulahu,
رُسُلَهُۥ,(to) His Messengers,rusulahu,
رُسُلَهُۥٓ ۗ,(to) His Messengers,rusulahu,
رُسُلُ,(to the) Messengers,rusulu,
رُسُلُ,Messengers,rusulu,
رُسُلُ,(the) Messengers,rusulu,
رُسُلُ,(are) messengers,rusulu,
رُسُلُكُم,your Messengers,rusulukum,
رُسُلُنَا,Our Messengers,rusulunā,
رُسُلُنَا,Our messengers,rusulunā,
رُسُلُنَا,Our messengers (Angels),rusulunā,
رُسُلُنَآ,Our messengers,rusulunā,
رُسُلُهُم,their Messengers,rusuluhum,
رُسُلُهُمْ,their Messengers,rusuluhum,
رُسُلِكَ,Your Messengers,rusulika,
رُسُلِى ۖ,My Messengers,rusulī,
رُشْدًۭا,sound judgement,rush'dan,
رُشْدًۭا,(of) right guidance,rush'dan,
رُشْدَهُۥ,his guidance,rush'dahu,
رُطَبًۭا,fresh dates,ruṭaban,
رُعْبًۭا,(with) terror,ruʿ'ban,
رُفِعَتْ,it is raised,rufiʿat,
رُقُودٌۭ ۚ,(were) asleep,ruqūdun,
رُكَامًۭا,(into) a mass,rukāman,
رُكَّعًۭا,bowing,rukkaʿan,
رُكْبَانًۭا ۖ,riding,ruk'bānan,
رُكْنٍۢ,a support,ruk'nin,
رُوحًۭا,an inspiration,rūḥan,
رُوحَنَا,Our Spirit,rūḥanā,
رُوحُ,the Holy Spirit,rūḥu,
رُوَيْدًۢا,little,ruwaydan,
رِئَآءَ,(to) be seen,riāa,
رِئَآءَ,to be seen,riāa,
رِبِّيُّونَ,(were) religious scholars,ribbiyyūna,
رِجَالًۭا,men,rijālan,
رِجَالًۭا,(to) men,rijālan,
رِجَالًۭا,(on) foot,rijālan,
رِجَالٌۭ,(will be) men,rijālun,
رِجَالٌۭ,(are) men,rijālun,
رِجَالٌۭ,Men ,rijālun,
رِجَالٌۭ,(for) men,rijālun,
رِجَالٌۭ,men,rijālun,
رِجْزًۭا,a punishment,rij'zan,
رِجْزًۭا,torment,rij'zan,
رِجْزَ,evil (suggestions),rij'za,
رِجْسًا,(in) evil,rij'san,
رِجْسٌ,(is) filth ,rij'sun,
رِجْسٌۭ,(are an) abomination,rij'sun,
رِجْسٌۭ,punishment,rij'sun,
رِجْسٌۭ ۖ,(are) impure,rij'sun,
رِجْسِهِمْ,their evil,rij'sihim,
رِجْلَيْنِ,two legs,rij'layni,
رِحَالِهِمْ,their saddlebags,riḥālihim,
رِحْلَةَ,(with the) journey,riḥ'lata,
رِدْءًۭا,(as) a helper,rid'an,
رِزْقًا,a good provision,riz'qan,
رِزْقًا,a provision,riz'qan,
رِزْقًا,provision,riz'qan,
رِزْقًۭا,(as) provision,riz'qan,
رِزْقًۭا,(as) a provision,riz'qan,
رِزْقًۭا,any provision,riz'qan,
رِزْقًۭا,a provision,riz'qan,
رِزْقًۭا ۖ,provision,riz'qan,
رِزْقًۭا ۖ,(for) provision,riz'qan,
رِزْقًۭا ۚ,provision,riz'qan,
رِزْقٌۭ,(will be) a provision,riz'qun,
رِزْقَكُمْ,your provision,riz'qakum,
رِزْقَهَا,its provision,riz'qahā,
رِزْقَهُۥ,his provision,riz'qahu,
رِزْقَهُۥ ۚ,His provision,riz'qahu,
رِزْقُكُمْ,(is) your provision,riz'qukum,
رِزْقُهَا,(is) its provision,riz'quhā,
رِزْقُهَا,its provision,riz'quhā,
رِزْقُهُمْ,(is) their provision,riz'quhum,
رِزْقُهُنَّ,(is) their provision,riz'quhunna,
رِزْقُهُۥ,his provision,riz'quhu,
رِزْقِهِمْ,their provision,riz'qihim,
رِسَالَةَ,(the) Message,risālata,
رِسَالَتَهُۥ ۗ,His Message,risālatahu,
رِسَالَتَهُۥ ۚ,His Message,risālatahu,
رِسَـٰلَـٰتِ,the Messages,risālāti,
رِسَـٰلَـٰتِ,Messages,risālāti,
رِسَـٰلَـٰتِ,(the) Messages,risālāti,
رِضْوَٰنَ,(the) pleasure,riḍ'wāna,
رِضْوَٰنَهُۥ,His pleasure,riḍ'wānahu,
رِضْوَٰنِ,(the) pleasure,riḍ'wāni,
رِعَايَتِهَا ۖ,observance,riʿāyatihā,
رِكَابٍۢ,camels,rikābin,
رِكْزًۢا,a sound,rik'zan,
رِيبَةًۭ,a (cause of) doubt,rībatan,
رِيحًۭا,a wind,rīḥan,
رِيحٌ,a wind,rīḥun,
رِيحٌۭ,a wind,rīḥun,
رِيحٍۢ,(of) a wind,rīḥin,
رِيحَ,(the) smell,rīḥa,
رِيحُكُمْ ۖ,your strength,rīḥukum,
رِيعٍ,elevation,rīʿin,
رَّءَا,he saw,raā,
رَّءَاهُ,he sees himself,raāhu,
رَّأْسِهِۦ,his head,rasihi,
رَّأْسِهِۦ ۚ,his head,rasihi,
رَّابِعُهُمْ,the forth of them,rābiʿuhum,
رَّابِيًۭا ۚ,rising,rābiyan,
رَّابِيَةً,exceeding,rābiyatan,
رَّاسِيَـٰتٍ ۚ,fixed,rāsiyātin,
رَّاضِيَةٍۢ,pleasant,rāḍiyatin,
رَّافِعَةٌ,raising up,rāfiʿatun,
رَّبَطْنَا,We strengthened,rabaṭnā,
رَّبٍّۢ,a Lord,rabbin,
رَّبَّكَ,your Lord,rabbaka,
رَّبَّنَا,Our Lord,rabbanā,
رَّبَّنَآ,Our Lord,rabbanā,
رَّبَّهُۥ,(to) his Lord,rabbahu,
رَّبُّ,(is) the Lord,rabbu,
رَّبُّ,Lord,rabbu,
رَّبُّ,(is the) Lord,rabbu,
رَّبُّ,(The) Lord,rabbu,
رَّبُّكَ,your Lord,rabbuka,
رَّبُّكُمَا,(is) your Lord,rabbukumā,
رَّبُّكُمُ,Your Lord,rabbukumu,
رَّبُّكُمْ,Your Lord,rabbukum,
رَّبُّكُمْ,your Lord,rabbukum,
رَّبُّهُمْ,Their Lord,rabbuhum,
رَّبِّ,(the) Lord,rabbi,
رَّبِّ,My Lord,rabbi,
رَّبِّ,Lord,rabbi,
رَّبِّكَ,your Lord,rabbika,
رَّبِّكَ ۖ,your Lord,rabbika,
رَّبِّكَ ۗ,your Lord,rabbika,
رَّبِّكَ ۚ,your Lord,rabbika,
رَّبِّكُم,your Lord,rabbikum,
رَّبِّكُمْ,your Lord,rabbikum,
رَّبِّكُمْ ۖ,your Lord,rabbikum,
رَّبِّكُمْ ۗ,your Lord,rabbikum,
رَّبِّكُمْ ۚ,your Lord,rabbikum,
رَّبِّنَا,our Lord,rabbinā,
رَّبِّنَآ,our Lord,rabbinā,
رَّبِّهِم,their Lord,rabbihim,
رَّبِّهِمُ,their Lord,rabbihimu,
رَّبِّهِمْ,their Lord,rabbihim,
رَّبِّهِمْ ۖ,their Lord,rabbihim,
رَّبِّهِمْ ۗ,their Lord,rabbihim,
رَّبِّهِمْ ۙ,their Lord,rabbihim,
رَّبِّهِمْ ۚ,their Lord,rabbihim,
رَّبِّهِۦ,his Lord,rabbihi,
رَّبِّهِۦ,His Lord,rabbihi,
رَّبِّهِۦ ۖ,his Lord,rabbihi,
رَّبِّهِۦ ۗ,his Lord,rabbihi,
رَّبِّهِۦ ۚ,his Lord,rabbihi,
رَّبِّهِۦٓ ۗ,his Lord,rabbihi,
رَّبِّهِۦٓ ۚ,his Lord,rabbihi,
رَّبِّى,my Lord,rabbī,
رَّبِّى ۖ,my Lord,rabbī,
رَّبِّى ۚ,my Lord,rabbī,
رَّبِّىٓ,My Lord,rabbī,
رَّجَعَكَ,Allah returns you,rajaʿaka,
رَّجَعْنَآ,we return,rajaʿnā,
رَّجُلًۭا,a man,rajulan,
رَّجُلَيْنِ,(of) two men,rajulayni,
رَّجُلَيْنِ,of two men:,rajulayni,
رَّجِيمٍ,accursed,rajīmin,
رَّجِيمٍۢ,accursed,rajīmin,
رَّحِمَ,your Lord has bestowed Mercy,raḥima,
رَّحِمَ,Allah has mercy,raḥima,
رَّحِمَ ۚ,He has mercy,raḥima,
رَّحِيقٍۢ,a pure wine,raḥīqin,
رَّحِيمًا,Most-Merciful,raḥīman,
رَّحِيمًا,Most Merciful,raḥīman,
رَّحِيمًۢا,Most Merciful,raḥīman,
رَّحِيمًۭا,Most-Merciful,raḥīman,
رَّحِيمًۭا,Most Merciful,raḥīman,
رَّحِيمٌ,Most Merciful,raḥīmun,
رَّحِيمٌۢ,Most Merciful,raḥīmun,
رَّحِيمٌۭ,Most Merciful,raḥīmun,
رَّحِيمٌۭ,All-Merciful,raḥīmun,
رَّحِيمٌۭ,(and) merciful,raḥīmun,
رَّحِيمٌۭ,(the) Most Merciful,raḥīmun,
رَّحِيمٍۢ,Most Merciful,raḥīmin,
رَّحِيمٍۢ,(the) Most Merciful,raḥīmin,
رَّحْمَةًۭ,(as) a mercy,raḥmatan,
رَّحْمَةًۭ,(by Your) Mercy,raḥmatan,
رَّحْمَةٍۢ,Mercy,raḥmatin,
رَّحْمَةِ,(the) Mercy,raḥmati,
رَّحْمَتِنَا,Our Mercy,raḥmatinā,
رَّحْمَتِنَآ,Our Mercy,raḥmatinā,
رَّحْمَتِهِۦ,His Mercy,raḥmatihi,
رَّحْمَتِى,My Mercy,raḥmatī,
رَّزَقْنَـٰهُ,We provided him,razaqnāhu,
رَّسُولًا,a Messenger,rasūlan,
رَّسُولًۭا,a Messenger,rasūlan,
رَّسُولًۭا,Messenger,rasūlan,
رَّسُولًۭا,(as) a Messenger,rasūlan,
رَّسُولًۭا,A Messenger,rasūlan,
رَّسُولٌۭ ۖ,(is) a Messenger,rasūlun,
رَّسُولٍ,Messenger,rasūlin,
رَّسُولٍۢ,Messenger,rasūlin,
رَّسُولٍۢ,a Messenger,rasūlin,
رَّسُولَ,(he is the) Messenger,rasūla,
رَّسُولُ,(is the) Messenger,rasūlu,
رَّسُولُهَا,its Messenger,rasūluhā,
رَّسُولِ,the Messenger,rasūli,
رَّشِيدٌۭ,right-minded,rashīdun,
رَّصَدًۭا,waiting,raṣadan,
رَّضِىَ,is pleased,raḍiya,
رَّضِىَ,Allah is pleased,raḍiya,
رَّضِىَ,(will be) pleased,raḍiya,
رَّفَعَهُ,he was raised,rafaʿahu,
رَّقِيبًۭا,an Observer,raqīban,
رَّوْحِ,(the) Mercy of Allah,rawḥi,
رُّبَمَا,Perhaps,rubamā,
رُّجِعْتُ,I am returned,rujiʿ'tu,
رُّدِدتُّ,I am brought back,rudidttu,
رُّسُلًۭا,Messengers,rusulan,
رُّسُلِنَا ۖ,Our Messengers,rusulinā,
رُّسُلِنَآ,Our Messengers,rusulinā,
رُّسُلِهِۦ,His Messengers,rusulihi,
رُّسُلِهِۦ ۚ,His messengers,rusulihi,
رُّوحِنَا,Our Spirit,rūḥinā,
رُّوحِهِۦ ۖ,His spirit,rūḥihi,
رُّوحِى,My spirit,rūḥī,
رِّبًۭا,usury,riban,
رِّبَاطِ,tethered,ribāṭi,
رِّجَالًۭا,men,rijālan,
رِّجَالِكُمْ,your men,rijālikum,
رِّجَالِكُمْ ۖ,your men,rijālikum,
رِّجْزٍ,foul nature,rij'zin,
رِّجْزٍ,filth,rij'zin,
رِّزْقًۭا,a provision,riz'qan,
رِّزْقًۭا,A provision,riz'qan,
رِّزْقًۭا ۙ,(as) provision,riz'qan,
رِّزْقٍۢ,(the) provision,riz'qin,
رِّزْقٍۢ,provision,riz'qin,
رِّزْقِ,(the) provision (of),riz'qi,
رِّزْقِ,(the) provision,riz'qi,
رِّزْقِهِۦ ۖ,His provision,riz'qihi,
زَادَتْهُ,(has) increased [it],zādathu,
زَادَتْهُمْ,they increase them,zādathum,
زَادَهُمْ,it increased them,zādahum,
زَادَهُمْ,He increases them,zādahum,
زَادُوكُمْ,they (would) have increased you,zādūkum,
زَادُوهُمْ,they increased them,zādūhum,
زَاغَ,swerved,zāgha,
زَاغَتِ,grew wild,zāghati,
زَاغَتْ,has turned away,zāghat,
زَاغُوٓا۟,they deviated,zāghū,
زَالَت,ceased,zālat,
زَالَتَآ,they should cease,zālatā,
زَانٍ,a fornicator,zānin,
زَانِيَةً,a fornicatress,zāniyatan,
زَاهِقٌۭ ۚ,vanishing,zāhiqun,
زَبَدًۭا,a foam,zabadan,
زَبَدٌۭ,a foam,zabadun,
زَبُورًۭا,the Zaboor,zabūran,
زَبُورًۭا,Zaboor,zabūran,
زَجْرًۭا,strongly,zajran,
زَجْرَةٌۭ,(will be) a cry,zajratun,
زَجْرَةٌۭ,(will be) a shout,zajratun,
زَحْفًۭا,advancing,zaḥfan,
زَرْعًۭا,crops,zarʿan,
زَرْعٍ,cultivation,zarʿin,
زَعَمَ,Claim,zaʿama,
زَعَمْتَ,you have claimed,zaʿamta,
زَعَمْتُم,you claimed,zaʿamtum,
زَعَمْتُم,you claim,zaʿamtum,
زَعَمْتُمْ,you claimed,zaʿamtum,
زَعَمْتُمْ,you claim,zaʿamtum,
زَعِيمٌ,(is) responsible,zaʿīmun,
زَعِيمٌۭ,(is) responsible,zaʿīmun,
زَفِيرٌۭ,(is) sighing,zafīrun,
زَقُّومٍۢ,Zaqqum,zaqqūmin,
زَكَرِيَّا,Zakariya,zakariyyā,
زَكَرِيَّا ۖ,(of) Zakariya,zakariyyā,
زَكَرِيَّآ,Zakariya,zakariyyā,
زَكَوٰةًۭ,(in) purity,zakatan,
زَكَوٰةٍۢ,zakah,zakatin,
زَكَىٰ,(would) have been pure,zakā,
زَكِيًّۭا,pure,zakiyyan,
زَكِيَّةًۢ,pure,zakiyyatan,
زَكَّىٰهَا,purifies it,zakkāhā,
زَلَقًا,slippery,zalaqan,
زَلَلْتُم,you slip,zalaltum,
زَلْزَلَةَ,(the) convulsion,zalzalata,
زَمْهَرِيرًۭا,freezing cold,zamharīran,
زَنجَبِيلًا,(of) Zanjabil,zanjabīlan,
زَنِيمٍ,utterly useless,zanīmin,
زَهُوقًۭا,(bound) to perish,zahūqan,
زَهْرَةَ,(the) splendor,zahrata,
زَوَالٍۢ,end,zawālin,
زَوَّجْنَـٰكَهَا,We married her to you,zawwajnākahā,
زَوْجًا,a spouse,zawjan,
زَوْجٍۢ,a wife,zawjin,
زَوْجٍۢ,(of) a wife,zawjin,
زَوْجٍۢ,kind,zawjin,
زَوْجٍۭ,kind,zawjin,
زَوْجَانِ,(in) pairs,zawjāni,
زَوْجَكَ,your wife,zawjaka,
زَوْجَهَا,its mate,zawjahā,
زَوْجَهُۥٓ ۚ,his wife,zawjahu,
زَوْجَيْنِ,a pair,zawjayni,
زَوْجَيْنِ,pairs,zawjayni,
زَوْجَيْنِ,(of) mates,zawjayni,
زَوْجِهَا,her husband,zawjihā,
زَيَّنَ,made pleasing,zayyana,
زَيَّنَ,made fair-seeming,zayyana,
زَيَّنَّا,We have made fair-seeming,zayyannā,
زَيَّنَّا,[We] adorned,zayyannā,
زَيَّنَّا,We have beautified,zayyannā,
زَيْتُهَا,its oil,zaytuhā,
زَيْتُونَةٍۢ,an olive,zaytūnatin,
زَيْدٌۭ,Zaid,zaydun,
زَيْغٌۭ,(is) perversity ,zayghun,
زُبَرَ,sheets,zubara,
زُبُرًۭا ۖ,(into) sects,zuburan,
زُبُرِ,(the) Scriptures,zuburi,
زُجَاجَةٍ ۖ,a glass,zujājatin,
زُحْزِحَ,is drawn away,zuḥ'ziḥa,
زُخْرُفٍ,ornament,zukh'rufin,
زُخْرُفَ,(with) decorative,zukh'rufa,
زُخْرُفَهَا,its adornment,zukh'rufahā,
زُرْتُمُ,you visit,zur'tumu,
زُرْقًۭا,blue-eyed,zur'qan,
زُلْزِلَتِ,is shaken,zul'zilati,
زُلْفَةًۭ,approaching,zul'fatan,
زُلْفَىٰٓ,(in) position,zul'fā,
زُلْفَىٰٓ,(in) nearness,zul'fā,
زُمَرًا ۖ,(in) groups,zumaran,
زُوِّجَتْ,are paired,zuwwijat,
زُيِّنَ,Beautified,zuyyina,
زُيِّنَ,is made fair-seeming,zuyyina,
زُيِّنَ,Is made fair-seeming,zuyyina,
زُيِّنَ,(it) is made fair seeming,zuyyina,
زُيِّنَ,(is) made fair-seeming,zuyyina,
زُيِّنَ,was made fair-seeming,zuyyina,
زُيِّنَ,is made attractive,zuyyina,
زِدْ,add,zid,
زِدْنَـٰهُمْ,We will increase them,zid'nāhum,
زِدْنَـٰهُمْ,We (will) increase (for) them,zid'nāhum,
زِدْنِى,Increase me,zid'nī,
زِلْتُمْ,you ceased,zil'tum,
زِلْزَالًۭا,(with a) shake,zil'zālan,
زِلْزَالَهَا,(with) its earthquake,zil'zālahā,
زِينَةًۭ,splendor,zīnatan,
زِينَةًۭ,adornment,zīnatan,
زِينَةَ,(the) adornment,zīnata,
زِينَةَ,adornment,zīnata,
زِينَةُ,(are) adornment,zīnatu,
زِينَةِ,ornaments,zīnati,
زِينَتَكُمْ,your adornment,zīnatakum,
زِينَتَهُنَّ,their adornment,zīnatahunna,
زِينَتِهِنَّ ۚ,their adornment,zīnatihinna,
زِينَتِهِۦ ۖ,his adornment,zīnatihi,
زِيَادَةٌۭ,(is) an increase,ziyādatun,
سَآئِلٌۢ,a questioner,sāilun,
سَأَتْلُوا۟,I will recite,sa-atlū,
سَأَسْتَغْفِرُ,I will ask forgiveness,sa-astaghfiru,
سَأَصْرِفُ,I will turn away,sa-aṣrifu,
سَأَلَ,Asked,sa-ala,
سَأَلَكَ,ask you,sa-alaka,
سَأَلَهَا,asked them,sa-alahā,
سَأَلَهُمْ,(will) ask them,sa-alahum,
سَأَلُوا۟,they (had) asked,sa-alū,
سَأَلْتَهُم,you ask them,sa-altahum,
سَأَلْتَهُمْ,you ask them,sa-altahum,
سَأَلْتُكَ,I ask you,sa-altuka,
سَأَلْتُكُم,I have asked you,sa-altukum,
سَأَلْتُكُم,I ask you,sa-altukum,
